Date,Time,Ratings,Review_Title,Review_comment
10/18/2022,10:51:00 AM,1,Poor work,"We had booked for tank cleaning
Their services were very poor
They damaged the fittings which led to water leakage continuously.
We had to call an experienced plumber from elsewhere and had to get it fixed ..which cost us an additional 2500
We will never recommend them for any service
They could not clean our kitchen chimney too ...because they were not trained in it"
10/13/2022,3:21:00 PM,1,Worst bathroom cleaning,"Paid ?528/- for cleaning one bathroom. They didn’t do what they have said they do. A lot of the hard water stains remain. The person was most unwilling to use hos machine for cleaning the tough stains. At the end, what he did is what we can do ourselves to clean the bathroom. Local cleaners do it for ?100/-."
10/13/2022,7:00:00 PM,1,Urban company paint service is a fraud,"I did the booking for painting service. Worst service has been delivered.  They charged me 30, 000 for 929 square feet apartment. The professional quoted 22k in app and took 7k + from me. They have a hurry to get all the money. After receiving money they hardly responds. Just say we are sorry and run away.They did the unsatisfactory work with all wrong colors and inferior paint quality. And also denied to refund my money and give proper service. I would suggest never go for this service if you don't want to spoil your hard earned money. There services are fake, worst and nightmare. All money wasted."
10/12/2022,7:18:00 AM,1,BAD SERVICE,They dnt have professionals. Pathetic service. I booked cleaning. Salon. Etc. Everything is pathetic.
10/8/2022,10:15:00 AM,1,Bathroom cleaning professionals at urban company.,These guys never come at scheduled time. I don't know why urban company keeps 8 am bookings. You hardly find people who can arrive at that time. They cancel booking without informing and then do not respond to calls at all. Very poor service
10/3/2022,11:30:00 AM,2,UrbanCompany.com,"A professional was sent from UrbanCompany.com in order to repair our Refrigerator which was not working properly. He took the same and the fee demanded was nearly 75% of the actual cost of Refrigerator and we didn't want to continue with the repair. The professional didn't return our Refrigerator and stopped responding to our calls which enforced us to raise a complaint with the urban company. With the urban company mediator in between over the call, the professional agreed to return our Refrigerator in two days. Urban company was requested in written over the email of an invoice for the repair which professional charged. Neither any email nor any updates or call backs of any kind resulted to our messages sent left on their application. We have now filed a police complaint against UrbanCompany.com."
9/30/2022,12:00:00 AM,1,UC damaged my TV & removed all expensive parts,"My 42""LG smart tv had only cuff problem initially which was inspected by UC's two different technicians, Yogesh came at home and had no other issue but finally the 4.95 rating guy Masahud Sheikh took our tv for repair, gave no receipt and got it back after a week with totally damaged tv, removed our original motherboard, connector's strips our display panel with two huge dents in the back of the tv, my tv is fully broken now. Not working at all, no one is bothered to even repair or come look at it, Urban Company is nothing but a hub for a gang of cheaters and scammers. Their goon workers and back-end management work hand in hand, we complain to them but they are deaf to our problems and ignore us by all means ..
Save yourself from this brand and officially we must try to stop this company's malpractice. They are criminals, looting innocent clients. It’s a racket going on which must be stopped. We will be making an official complaint to our home minister regarding this issue and will take the matter to the consumer court. This syndicate needs to be stopped.
Now when we called LG service center, technician came, he saw the tv, after inspection he said the tv is fully gone, better you throw it as it will cost 28k plus as everything is spoiled in this, all the original parts are gone. The only person who took our tv from our home is Masahud and all parts were removed by him.
UC back-end team Shubham also didn't help us, instead started defending his company and UC out of fear for his job. Masahud UC tv technician put universal old parts in our tv which didn’t work even for one hour, after the tv was brought back to us by Masahud .. he is the biggest scammer in the whole gang .. this management is nothing but a fraud nexus running wild without any fear for the law and order. They don’t fear the gov or court or anyone, they are running this company and looting scamming stealing from innocent clients in broad daylight.. we have LG service Center technician quotation now of the current status of our tv. Our 80k tv is totally garbage now :(, the LG technician said better to buy a new tv instead of repairing so much damage. It’s damaged beyond repair :(
Their supervising team says they are not responsible if the tv is broken fully. Reason they didn’t give us the final bill yet and didn’t collect the money yet, but then they also took our brand new tv and got back some chor bazar tv and gave us back with all original parts removed.
This is a very thoughtfully done & pre-planned crime they are doing, this kind of corporate crime must be stopped asap.
We were told that we don’t have the bill so we are not eligible for anything.
During the time of delivery, we asked the technician to give us the bill. To which the technician said he will get the bill in 5 mins from his vehicle, and he never came back. He didn’t come back to give the bill.
Later we found out that all our original LG parts were removed and replaced with cheap generic parts. it’s not our tv anymore, it’s a dummy tv. With all fake parts inside just the cover was of LG, which also has two dents now Nothing inside was original in it.
The floor supervisor Sandeep says we don’t give any acknowledgement receipts to any client while taking the tv from them ever, he says it’s company policy .. we are not allowed.
This statement proves the crime in itself.
We have full faith in our judiciary law Honourable court will do the justice for such dirty white collar day crimes done by Urban Company to innocent customers.
We have all chats and audio/video recordings of the technician and back-end team .. while taking the tv.
We have a video recording in our CCTV when the technician was taking the tv with him and when bringing it back all are recorded in our CCTV ..
It’s a breach of trust, fraud, cheating and malpractice,
In the name of a licensed corporate company. Their license should be revoked by the legal authorities. And this company should be stopped from functioning at all.
They are cheaters.
Is this the kind of India we are building ?
Is this the India that we want for our children ??
Is India going to be ruled by such corporate private companies? No.
How can this daylight robbery be allowed?
Officially legal relevant authorities please help the customers/clients here and kindly support us in bringing it down. Help Indian citizens."
9/26/2022,3:46:00 PM,1,Experience,I had the worst experience with an urban company. They are taking online booking and while servicing all jobs going to offline and the professionals were cheating with the customers. And the urban company was not responding due to online service.  I guess it's a scam the professional and urban company looting money from customers.
9/24/2022,8:39:00 AM,3,Pathetic service,"I booked a service, they people call you at random time in the day at 5.30 am , keep calling you again and again for stupid reasons and then after all this, they CANCEL your appointment without informing. Ruin your entire schedule. Also the professionals don't accept their mistake, they be rude. This is highly unprofessional.  Atleast value someone's time."
9/24/2022,4:58:00 PM,1,Tv repair,"A month back we had given  our Philips TV for repair to Urban company and till today there is no sign of it.
Their technician is rude and arrogant. Does not bother to give an update . And the Customer support people keep changing and do not follow up.
One of the worst companies to deal with.
Don't"
9/24/2022,5:41:00 PM,1,"Not worth the expense, and overhyped","Paid ?528/- for cleaning one bathroom. They didn't do what they have said they do. A lot of the hard water stains remain. The person was most unwilling to use hos machine for cleaning the tough stains. At the end, what he did is what we can do ourselves to clean the bathroom. Local cleaners do it for ?100/-."
9/22/2022,3:57:00 PM,1,"Due to strong chemicals, SS fixtures got  spoiled","A week ago We opted bathroom cleaning service for two bathrooms. the cleaner applied some strong chemicals which slowly rusted all of the expensive fixtures like Towel hanger, Glass slider knob etc in both the two bathrooms.
Its just a year old flat and all fixtures are new. Same fixtures are installed in the 3rd bathroom(Guest) which we did not opt for from Urban so luckily saved. When I raised complaint UC didn't help and just replied only for 3 days warranty has been covered.
Rusting is a slow process so we realized after 3 days and I paid annual membership fees also which they not refunding. Don't opt UC, they lock the bathroom and don't know which all chemicals, harsh machines used by them which damages the fixtures."
9/19/2022,10:16:00 AM,1,Unprofessional work & very high charges,"I have asked for electrical services in Kitchen. The guy who attended doesn't seem to know his work  at all. Already we have wiring done in the Kitchen earlier and we just needed extension plugs and sockets and wiring for LED lights. The total cost came more than Rs 10, 000 though we had supplied most of the material. They are supposed to give the total estimates before the start of the work. Instead for each step done they go on charging extra. Others who book services from UC, be careful."
9/16/2022,6:20:00 PM,1,Air Conditioner,Its been more than 50days now and there is no response on my refund. This is a pathetic company don't take any services from them
9/12/2022,10:09:00 AM,1,Commode and wash basin damaged during service,During intense cleaning of bathroom the unprofessional so called professional damaged the very expensive wash basin and commode. When I tried to ask the professional straight away he ran from my premises. After that I raised this issue with snaps with UC customer care through UC app. They said they are calling professional but he is not picking up their calls but withing 24hrs they will resolve the issue positively as appliances are covered under insurance of rs. 10000/- in case of damaged during the service. And now it's been more than 24hrs now but didn't hear anything from UC staffs. Also they have closed the chat just by updating our executive will call you soon. They have disabled the chat option for so I can't even do the follow ups on my complaint. Somehow found their head office and Bangalore office contact number they didn't pick the call. Can't expect this kind of unprofessional approach by UC towards the customers. I am just advising all not to use their services as they are not reachable at all in the event of any fault from their side.
9/3/2022,11:24:00 AM,1,Pathetic service,"Today booked bathroom cleaning at 8 AM, nobody turn up till 10AM, spoke to customer care their response was if they don't care. Ultimately I cancelled booking and full refund of my money not done only partial amount refunded
Please avoid, this is cheater company"
8/28/2022,4:08:00 PM,1,Beautician,"This time beautician sent was not as expected she did not do my eyebrows properly, it's looking very ugly."
8/28/2022,9:45:00 PM,1,Pathetic service,"Urban company is today what you call a dummy corporation only exisiting to make profits of gullible consumers by employing pathetic service vendors to maximise their profits, their ads ar misleading and they must be reported for unethical business practise."
8/24/2022,7:50:00 PM,1,Avoidable,"Deserves a zero in rating. Avoidable.
Booked them to deep clean a 3BHK unfurnished apartment in Pune.


I subscribed to their premium package for 6 months. I was told that they send their best staff, however its only to earn more money.


Arrogant staff.


I was actually advised by them that the house needs cleaning before they would deep clean the house.


I was advised of a long list of things they won't clean like windows, glass door, in built wardrobe from outside, etc, these are covered as part of the package in their website.


The apartment is unfurnished  with inbuilt wardrobes, I was told that it qualifies as furnished apartment.




Finally cancelled the booking which the person on call was most eager to cancel."
8/20/2022,10:59:00 AM,1,WORST PAINTING SERVICE BY URBAN COMPANY,I advise everyone not to go for any painting related service from urban company they have provided me the worst service and on top of that the painter did not leave the premises without taking the money and now it’s been months I have been following up with them continuously and now they are refusing to do anything and are not even providing the refund back I do not want any service from them I just need my refund back I advise everyone not to go in for this service
8/5/2022,8:33:00 AM,1,Cleaning Flat,"Hi,
I booked a cleaning service for 2BR flat in Bengaluru on 3/Aug. and scheduled the work at 10 am on 4-Aug-22.
However, I received a call at 8:33 am on 4th Aug., from+918037775241 and the call was cut. When called back, the person did not take the call(3 times). At 8:46 am I got call from+911244577364 and the lady told me that the service needs to be rescheduled at 12 noon. I agreed, though was not comfortable at 12 noon. Then, at 11:18 am I got a call on my mobile, from+918045810842, saying the call is from Urban Company(UC) ""Associate"" and asking for my mobile number! Told the person to check my bookings and get my number. I refuse to share my mobile number with unknown persons. After this, I waited at the apartment from 11:50 am and wasted my time as none came to do the cleaning. I sent a message on WhatsApp, but have not received any reply! But when checked on UC website, it says my service ""Request Cancelled""! And that too I requested to cancel! What a lie!
Now here are my questions:
Service has not been done, after paying money in advance. And then the service is cancelled without asking me, telling lies!  Website does not have a 1800 number also!
Does it mean Urban Company(UC) does not want business. Then it should stop accepting and collecting on the website.
When will I get the refund of amount paid?
All staff start talking in Hindi, as soon any customer picks up call and converse in Hindi, without manners. If they want, let them ask the customer, language of preference than assuming Hindi as preferred language.
Next, when they call back let them check if customer is free to talk(esp. if someone is driving or in a meeting, etc.)
I put a message in UC WhatApp, regarding my waiting at the apartment and I am yet to get any response after 24 hours. Also I tried+9112444577364 and could not reach anybody. Later sent an eMail for which I got an automated reply which has no meaning. I want UC to refund my money with penalty for wasting my time, energy and using mu advance payment.
UC seem to con-masters! Beware of their service and'Associates' who are unworthy of talking to."
7/28/2022,11:36:00 AM,2,UC  -- Big Brand - same Street Policy,"I booked a AC service in May 3rd week the guy came said a lot of parts need to be changed . everything okeyed and done . But after a few days of usage we noticed that the cooling issue still persit insist a huge consolidated Fog sort of is dispensed .  We again called the AC technician or repeat service .   He inspected and
pacified the people at home that it is normal . But we have 3 split AC's in the house serviced by the principal company and they are 100% fine.   Now after a month the AC is gone 100% flat only air coming no cooling at all. though we have not used AC due to rainy season in the last month+ .  Urban company is washing off their hands saying you will have to again pay for service . This is not good . rather better to deal with local area technicians they are moderately priced and quite considerate .
Umer Kably - 7900058639"
7/27/2022,9:17:00 AM,2,Urban company,"Here's my experience with urban company
If I talk about Urban Company
I  like its app very much.  It is very easy to operate it. And it has many features and also very user friendly.
They support their customers very well.  He listens to his whole story and tries to figure out the solution.
I have no complaints with Urban Company at all.
But but but
Earlier I used to use it a lot, but I have stopped using it now because of their technicians.
Their technicians are very useless.
He will destroy himself more and then ask for money to fix it.
And then they will start their game.  They people will say that by not talking to the urban company, they got this work done personally.
Then they will offer you that we will do your work at half the rate.  Instead of getting it done by urban company, get the work done by us.
And by criticizing the urban company, they will say that they only give commission from us.  He has no work.  We will do the same work for you for half a rupee.  If you withdraw your complaint from Urban Company.
Same thing happened with us too.
We too fell in their trap.
But once you give money to them, then these people will stop picking up the phone and will never come back.  Then even if you call in the urban company, then they too will not be able to help you because you had hired to be personally.  There is no fault of the company in that.
But I believe.  There is some fault of the company in this.They should give good training to their technicians and keep good technicians.His own technician abuses urban company
And we had met the technician only through the urban company, then the urban company should take responsibility for it or they should alert in advance that if something like this happens, then you should not fall in that trap.
My Daikin AC was damaged by a technician from Urban Company.
Then I had to get it corrected by the official technician of Daikin Company, whose bill was ?; 12000 to me.
I think I have waste my 12 thousand more just for the sake of ?; 400.  So from now on I get all my AC serviced from Daikin official service center only. Because daikin service AC in 900 and urban company in 500 but
Their technician is not professional at all.
Hope this helps you"
7/26/2022,11:12:00 PM,1,Worst experience with urban vedic pvt Ltd,"One of my friend wife takes dealership of this company appointed dealer but ther is not giving orders to her she is suffering from last year and this company management not responding positive to her , she is waste time and money both"
7/19/2022,7:53:00 AM,1,Urban Company Full home cleaning Experience,One of the worst experience I have seen . The cleaning partners are not paying proper by the company so because of this their work also doesn't have any quality I came to know this from one of the partner . No professionality and quality observed . Disappointed
7/11/2022,11:42:00 AM,3,THE Book is not as per preamble,There were stains in my bathroom and I consulted them.  They came after 2 or 3 follow ups. They tried but could not remove it. They left my house without charging anything.
7/11/2022,11:49:00 AM,1,NEVER DO Ac repair in urban company  warranty,"It’s been 11 days without AC in this hot season of delhi as my AC parts are taken by urban company mechanic and i called them 1000 times to get it done or give my money and parts back so i can get it repaired from out market.
But DONT GET YOUR SERVICE REPAIR FROM URBAN COMPANY IF ITS NOT PAYABLE OR IN WARRANTY as they dnt even pick your calls and finally you end up exhausted in heat and anger and you just want to go to the urban company office and beat them so hard"
7/10/2022,3:03:00 PM,1,Bathroom intense cleaning.,Had signed up to get there bathrooms cleaned. Was impressed with the fact that they had said they would start at nine in the morning the professional called to say he would be fifteen minutes late. He came half an hour late. That was still okay. At every point he would say he couldn't do this couldn't do that as the house was old. So none of the stains in the bathroom were addressed giving this excuse. On top of that he was on a personal call for one hour of the one and a half hours he spent in the house so obviously his mind was not concentrating on the work at hand. After doing two bathrooms when I pointed out that the condition of the bathroom was the same as it was before cleaning he got annoyed and asked me to cancel the service and asked me to clean it myself. That was really the last straw. Absolutely no courtesy and very unprofessional attitude. Will never recommend. Don't know how they have branches in Singapore and Dubai if this is the sort of service they provide.
7/9/2022,4:52:00 PM,1,Hoax and Fake Company,"Urban company employee damaged my appliance AC beyond repair.
Customer support is also not helpful.
Do not get any service from the company as they will take your appliance, damage it more and sometimes not return back the appliance and vanish."
7/7/2022,5:44:00 PM,1,Deep bathroom cleaning,"I updated a review earlier this month about URBAN COMPANY's bad customer service, as how the professional damaged the tiles, and doors with acid & broke the tap(Jaguar).
After million complaints & repeated customer service calls, I managed to get a professional for inspection where he clearly mentioned that it will require 2 services and change or parts.
So UC asked me to book services again on COD for cleaning as well as plumbing and sent a professional for cleaning who had no knowledge that I won't pay him UC will. The professional did his job & later texted me that UC denied the payment to him. The plumber also came but denied fixing the tap as it required a change of parts and mentioned very clearly that "" UC DOESNT PAY US BACK "" so he cant provide the booked service. PLUS professional did not even wear a UNIFORM.
I spoke to multiple customer support staff since 5 July but they all are USELESS
NEVER EVER USE THIS COMPANY"
6/28/2022,12:50:00 PM,1,Poorly managed company,"I don't think they will care about this review. Their only goal is to earn money.
Booked a cleaning service and took the day off for it- cleaner did not arrive- nor any calls from urban company to inform about the poor transaction management. Not worth putting your money in here. There are many other cleaning companies."
6/28/2022,1:13:00 PM,1,Classic home cleaning - very poor job done,Yesterday we got the classic home cleaning package executed.  Very poor workmanship and poor communication.  Too crowded with 6 workers working simultaneously giving very less option to monitor
6/28/2022,2:19:00 PM,1,Very very poor service done by refrigerator techni,"Never ever approach this company for any service.
I booked for less cooling for refrigerator and it has been 4 times we called out for the same problem because the technician did some collapse on the refrigerator. It stopped working completely and all the items inside fridge is rotten. We had daily needs for baby and we were completely disappointed with the service provided by technician named Santhosh. I booked for revisit twice and next time some other guy came and he was also harsh in responding. He has asked us to wait for two more days until wednesday. Who will take care of all expenses of rotten things for next two days?? Will urban company bear it? We already spent 15000 rs. Customer care also unethical and doesn't assign technician. They say they have only few SMEs and don't get their slots. Technicians speak in rude way that the job cannot be done within timeline.
This company is a looting agency. Better don't approach this"
6/25/2022,12:06:00 PM,1,Worst company to work with.,"This is the worst, unprofessional and untrustworthy company.I had booked yesterday's 9 am slot for kitchen deep cleaning and Deepak Kumar sahu was assigned for the service but after number of calls he finally arrived at 11am and it was very clear by his facial expressions that he was not in any mood to work.After wasting more 30 min he straight aways denied to work giving stupid reason.Their policy is if clients cancel or reschedule the service they charge penalty so even I askd the company to pay me penalty for not giving services but they straight away denied even that..They are not at all worth to place order for any services."
6/22/2022,3:06:00 PM,1,Don't fall into the trap!!!,"I decided to try them out despite being warned . They simply send people who come .claim they did some custom work .
Mention a completely different estimate from what is is mention on their site . And then there is no customer support or protection of any type.
Overhead water tank installation is supposed to cost 1100 for a 1500 ltr tank . The plumber who turned up said . it costs 6000 and charged 250 and went away . Gave me his private number to contact for installation."
6/16/2022,10:08:00 AM,1,Installation technician issues URBANCOMPANY.com,"Beware of cheating and fraudulent service by Urban Company.
I ordered for a ""bed installation service""( as mentioned in their website) from their website and also paid the required amount.
The technician(Sunil) was appointed arrived and after looking at the bed said the charges would be more as it was a new bed. He was charging a Bomb. Then he made me cancel the order at urban company after I agreed to pay him extra as I didn't want to loose more time for this . Urban company deducted Rs 50 from the amount I had paid.
This is sheer cheating please be aware."
6/1/2022,11:27:00 AM,1,Urban Company,"Unprofessional Urban Company they have No Contact Number for Raising Complaints. Most of their Electricians, Carpenters, Plumbers and AC Techinician’s are unprofessionals and They have No Knowledge. I have send them many messages through Feedback. Their is No Response from Urban Company Custmercare Team Until Today. Even Logout and Login with New 1 Year Subscription. Their System is not working properly. I have tried to Book a Plumber. But their is No Response from Urban Company. If you login to their Website. You will see that their Offices are Located Across INDIA, UAE, USA, Singapore and Australia. But there are No Contact Numbers Shown on their Urban Company Website."
5/30/2022,6:57:00 PM,1,DO NOT CALL URBAN COMPANY,"Lets understand the model of aggregators such as Urban company. to meet their financial targets, these aggregators such as UC empanel some street boys/ vendors after their some very basic checks and verifications etc. When customer complains, UC rely heavily on inputs from professionals and never bother to visit the site for first hand verification of the matter and issue. this leaves customer at the mercy of the telecalls.  Competency of these boys is a big question. The big safety concern is that the so called'professional' brings with him some other street guy to'assist' him. And this second guy is not verified and not trained and not a professional. This second guy is just another labourer / maid type, who does all heavy physical work such as scrubbing etc to make things  cleaned visually and in process damaging the items.  Second big concern is the unverified / uncertified chemicals(mostly acids) they use on our costly  equipments/ fittings and fixtures. I had very bad experience  with UC.'Professional' and his'assistant' damaged chrome electroplating and put big scratches on my costly bathroom fittings using very hard scrubbers and chemicals. my suggestion to all customers is to take good quality HD pics of all fittings and fixtures and keep as record. you will need these pics at the time of claim. in my case UC claimed that my fittings were like that only. When I asked urban company to share pictures taken at the end of the job by the'professional', they did not. And on regular follow up of  the case, UC used their last tool i.e. the refund. Now see what customers have to settle with, is damaged equipments and fittings fixtures.  The'professional' left work without completing full job when damage was shown to him. the'professional' was leaving behind the'assistant' to complete the job so that he could attend another UC job somewhere else. In my opinion it is better to call local helper and use some good quality cleaners which are easily available in market and online(Amazon etc). you will find so many videos on youtube for DYI cleaning hacks.  you will be saving lot of money by avoiding expenditure on restoring and replacing your costly items. DO NOT spoil your things by calling UC professional. I did and now wasting time writing reviews."
5/24/2022,7:44:00 PM,1,Worst service,To be honest I think everyone time is precious and needs to be respected .  I placed my booking in the mid day may be before that and selected appoint of 7pm . First call I received from your executive and they said  no one is available for your order still we will try and alot you someone . And then second call saying sorry can I set your appointment to 6:30 then also I said ok no issue will manage my work you  can change my appointment to 6:30 later again call come and the guy said sorry no one is available . If now one was ava then you would’ve not taken the booking it self . Don’t make people fool bh giving such service
5/11/2022,10:13:00 AM,1,Payment collected no service completed,"I booked sofa cleaning service on 9th May and payment was promotly dedicted from my paytm, post that I am been trying to track the service and website is always showing me error and their call centre number listed is wrong. There is no way to reach them once payment is collected.
Very poor exprience. I hope they call me back to sort out the issue, as I have written an email as well."
5/11/2022,11:58:00 PM,1,Scammers,Well never ever get services from urban clap. They are the biggest scammers and finding new ways to fetch money out of your pocket. Well I booked for AC service from this company for my 2 air conditioner and as per company policy they provide you a 3 months warranty on that. So that if in any case there is any problem you can call them within 3 months and you can get it fix under warranty. Now on April 16th I got both my air conditioner serviced and after few days one of my air conditioner started giving problem so I called them and they booked a revisit. Now again I started having problem with the air conditioner and I asked for revisit. To my surprise they told me that I cannot book a revisit because I have already claimed a re visit on that. So if this is the case then why you provide warranty for 3 months then. When I told them this thing they asked me to re book a new service and they will refund me the amount of 1900. Now here is the scam they doing. I paid 3700 in total for the services. Out of which they refunding me only 1900. Then they ask me to book a new service and then they charge 499 plus taxes plus the repair cost. So in that ways the 3 months warranty is just a show-off and they have new ways to fool people and fetch money. Please beware of this company. They are scammers. It's better to get AMC from the manufacturer directly. Never fall for this trap with urban clap
5/8/2022,9:03:00 AM,1,Pathetic service by Urban company!,"I booked slots for salon, booking confirmed, professional was also assigned, at the end moment they rescheduled the time to evening slot , when I tried contacting them, they said professional is not available, then y was it confirmed....This is really CRAP!"
4/26/2022,,1,"Charged ""Conveyance"" when technician was unable to initiate the AC cleaning work","I had booked for AC cleaning (Foam cleaning package for ?549) The technician arrived but was unable to remove the front covering of the indoor unit. With out removing the unit the cleaning could not be started. After trying for some time I managed to open one side of the AC front cover, how ever the other side was still not coming out, as per the technician the wall placement was incorrect and so the cover was not coming out. They decided to aondon the job. How ever in the app i was charged with ""partial work done"" and refund of ?200 was initiated.

NOTE - earlier the AC was fully cleaned by other experienced Urban Clap employee, by successfully removing cover.

I had raised a issue in the app, and every time I got a call back from the team, (once they had spoken) to them, my voice became inaudible and they disconnected. Their final verdict was nothing can be done.

While booking I was assured through the app:
1. Incase of service dissatisfaction, urban clap would send back their technician without any questions asked.

I WAS NOT INFORMED OF ANY ""CONVEYANCE"" FEE CHARGES

Resolution request from my end:
1. Pls resend person to complete the task of AC cleaning or,
2. Refund me the full amount ?549

Yet to hear back from them."
4/20/2022,5:38:00 PM,1,Pathetic and Non cooperative,"Booked urban company for refrigerator repair on three different days since they did not have professionals to handle the task of a refrigerator repair. Came back early from work on one day, Sunday on the other which was as per their advice n finally booked a third time n sat at home. The first time the dust exec apologised, the second time Sonia the exec disconnected the call even as I was speaking n third exec  Bhavna was classic. When I asked her why was I being prompted for a date n when it clearly showed refrigerator door repair was one of their services, she actually stated that the company website is undergoing a change. The date n professional not being available is a very poor state of management. Their email reply is pretty much like their earlier response. Kaise kar letey ho bhai! ??  God bless you guys. Anil, Gurgaon dated 20 April 22."
4/18/2022,8:48:00 PM,3,UNPROFESSIONAL COMPANY,"Two weeks ago, I hired their services for Bathroom deep Cleaning. When Technician Came, I switched on Light and Exahust fan. Both were working. When the technician finished job and called me, I switched on fan - there was a blast and fan stopped working. First of all, Job done was of very poor quality. Urban company has a clause in their application for paying compensation for damages to property. Even after following up matter with them for 2 weeks, i was told that it can not be given, as it is not technicians mistake.......
I have deleted their app from my mobile...I ADVICE ALL, DO NOT CALL THEM - THEY WILL BREAK YOUR EXPENSIVE ITEMS AND WILL NOT PAY COMPENSTATION"
4/17/2022,2:22:00 PM,1,Dont make any booking on sunday amd dont expect fo,"I had a booking for Ac repair. The professional canceled the booking without calling me while mentioning call not answered by customer.while raising the issue with cc person he suggested to cancel the visit explaining sir today is Sunday so we wouldn't be able to serve better to cancel and  planned for any other day.
So one thing is clear they are not able to serve on Sunday specifically in metro cities."
4/13/2022,5:41:00 PM,1,Scam....fraud... urban company is not good enough,"I booked the services today at 11.45 pm. The slot chosen was 5pm.
I was waiting for them to assign a professional. However at 5.10 pm I receive a call from URBAN COMPANY cx executive ""Tanya"" saying she does not have any professional. Her tone was very rude and she was taking things for granted.
Upon asking her to let me speak to a higher authority she did not let me speak. She was very rude and it felt like they were taking this whole thing for granted.
I had to suffer as i had an event tonight. Was not able to go.
Everytime I asked her  a question she only had one answer ""THIS IS AGAINST COMPANY POLICY""
I asked her to let me speak to her manager. She outright denied saying ""THIS IS AGAINST COMPANY POLICY"".
What kind of customer service is that??
I will post a review regarding this so no one gets scammed and waste their time."
4/12/2022,4:04:00 PM,3,Split AC servicing,"The personals attend for cleaning and servicing don't bring any cloth/cleaner, we have provided Colin/cloth/ liquid soap, and an ordinary cleaning, charging high, waste of money, they are well behaved but not Proffessional"
4/4/2022,9:33:00 PM,1,Booking without any professional,I have made a booking for an AC service and got it scheduled after 6days....6thday of waiting we got a message that the booking has been cancelled. Person Name Bahadur called and was talking a long time he says there are no professionals at all the booking are just taken and cancelled. I waited 6 hot summer days and resulted nothing....guys the service was not the way it was I am not going to  recommend urban company at all....this happened twice and most of my friends tell the same thing has happened to them too...it was so disappointing talking to the person names bahadur telling customer support with no authentication that he is from urban company...I have also taken 1year visit free package that's just a waste better avoid this urban company..
3/27/2022,3:31:00 PM,3,Urban company- Your time saver,"For me, it is one of best home service company.
Best of all services is its Home cleaning services including full home, kitchen , balcony floor, bathroom deep cleaning, Chimney deep cleaning, sofa cleaning and many more listed on their app."
3/22/2022,4:18:00 AM,1,Non Trustworthy Company (spoiling Mr. Tata's name),"Don't trust this Company for quality or their commitments.
My wife got our AC serviced from them in Jan end.  It was cold season so we never used AC. I was also traveling during that period to a great extent.  Hence no one checked it.
5 days back,  when I switched it on,  it was giving hot air.  We didn't realise the problem.  Next day again same happened and then my wife said that These guys had done some servicing and now our AC has got damaged.
Immediately  I wrote to UC about the problem and requested for help.  After 3 days,  they called me yesterday I got a call from UC to understand the issue.
After my discussions  the executive confirmed that a technician would come and get it sorted despite my 30 days warranty period getting over and that I don't have to pay anything. He called me 4 times to fix up an appointment.  Then suddenly he calls me and says that his Manager doesn't permit this visit since its not their fault. If I want, I need to book again and pay them.
Now I am sitting with a damaged AC unnecessarily.
So please don't trust their quality of work or their commitments."
3/17/2022,,1,"Worst service provider company in service sector,","They just give time and charge in advance for the service they are not going to provide.
Very worst experience in in air condition service.
Just gave time, time and time for a week but no one came for the service, actually we can't trust and blindly rely on this company."
3/3/2022,3:13:00 AM,1,Theft of valuables during deep cleaning service,Theft of valuables happened when I booked their deep cleaning services. Urban company simply said they are 3rd party contractors and can not help. Be careful and think twice before booking UC.
3/3/2022,11:37:00 PM,1,Urban company or scam company,"I had booked deep clean ac service for 8 acs in home at kanpur. The technician refused to deep clean, just washed ac with a bucket water and told me that he has to leave and will come the next day, but he did not and to my surprise closed the job by writing job done.
I complained in the app...and that guy came after 4 days. He once again did one ac...same style water bucket..no foam used as shown in the adds and on app...he said we do only like this and rushed from my home. I complained again and they apologised and sent some senior technician to service the ac. But without ending to the misery, the mechanic was stopped from working at my home by his seniors as he would charge the company for servicing the ac for which the company has taken huge sum of money....he waited for hours...one called to do it...other called to stop...eventually he went back without doing anything. I complained and they could not answer...the job is still open...money was paid...i feel cheated and humiliated...it's a fraud company with all company employee carrying out a nexus of looting people.soon going to file a f.i.r against the company and employees.
I request all to refrain from taking their service else you will feel cheated the same way they did with me. I am sharing my page of job which still shows work open and my complaint open."
1/19/2022,3:06:00 PM,1,Cheating,"Very bad experience after repairing Washing machine.
I've spent almost Rs.3000/- for repair and within couple of days stopped working.
Also in my booking history its showing as service cancelled by customer. Hence I'm unable to re-open the ticket.
From 24th Dec 2021 till date no solution"
12/25/2021,11:48:00 AM,1,Bunch of idiots,"Booked a service and their so called professional arrived and denied the service for asking him to follow the COVID guidelines specified by their idiot company called UrbanCompany. When asked for reassigning another professional, they say process of refunding is initiated and amount will be credited in 5-7 working days. Abey ch_ . if the service is not given, learn to ask the customer whether he wants it to be rescheduled or cancelled. Bosi_ apneaap decide karloge kya? Ch. jhund leke nikle service dene."
12/7/2021,5:20:00 PM,1,Horrible  service,The company used to be good but once you become regular they start cheating. They try to sell services which one has bot registered and then in my absence they say they have rendered services and charge more.
